"time","measured_angle","estimated_angle","estimated_drift"
2270,0.245336,2.09332,6.9295
2271,0.392175,2.0813,6.93466
2272,-1.04,2.06339,6.94414
2273,1.22462,2.05465,6.94667
2274,2.05882,2.04879,6.94664
2275,1.90312,2.04163,6.94706
2276,0.163391,2.02716,6.95276
2277,-1.84467,2.00493,6.96452
2278,-1.56273,1.98337,6.97536
2279,-1.56836,1.96163,6.98615
2280,-1.04335,1.94162,6.99527
2281,-1.51541,1.919,7.00577
2282,-4.00804,1.88722,7.0238
2283,-6.0595,1.84843,7.04797
2284,-5.09776,1.81425,7.06911
2285,-2.75522,1.78931,7.083
2286,-2.01422,1.76714,7.09457
2287,-1.90734,1.74501,7.10574
2288,-1.01366,1.72593,7.11412
2289,2.09547,1.71771,7.11296
2290,3.40556,1.71504,7.10779
2291,-1.12473,1.69445,7.11641
2292,-2.3715,1.6685,7.12877
2293,-4.10147,1.63666,7.14633
2294,-4.01586,1.60645,7.16353
2295,-2.11279,1.58474,7.17485
2296,2.31139,1.58032,7.17261
2297,2.16795,1.57399,7.17079
2298,1.51146,1.56463,7.17096
2299,-0.209038,1.54897,7.17634
2300,-1.17988,1.53039,7.18463
2301,-1.34334,1.51088,7.19337
2302,0.11387,1.49656,7.1976
2303,-3.38879,1.46884,7.21248
2304,-4.29365,1.43816,7.23003
2305,-1.99493,1.41662,7.24048
2306,0.949468,1.40609,7.24188
2307,0.452421,1.39247,7.24475
2308,-5.3212,1.35609,7.26521
2309,-6.59324,1.31615,7.28943
2310,-5.34059,1.28208,7.30972
2311,-7.54323,1.23991,7.33663
2312,-6.96031,1.20083,7.36163
2313,-3.90625,1.17394,7.3772
2314,-4.48768,1.14578,7.39446
2315,-9.83984,1.09936,7.42799
2316,-12.0382,1.04614,7.46809
2317,-3.9019,1.02515,7.48319
2318,1.9124,1.02684,7.48047
2319,0.273269,1.02172,7.48277
2320,2.58316,1.0252,7.47799
2321,1.35035,1.02262,7.47699
2322,-0.72806,1.0115,7.48232
2323,-5.90243,0.980936,7.50342
2324,-6.79567,0.948078,7.52717
2325,-1.91746,0.934582,7.53592
2326,-1.64477,0.921925,7.54379
2327,-7.02087,0.889365,7.56805
2328,-5.63547,0.863024,7.58798
2329,-0.864068,0.85539,7.59326
2330,0.782733,0.853163,7.59347
2331,-2.27719,0.838486,7.60303
2332,-3.80458,0.81843,7.61721
2333,-2.85333,0.801844,7.62843
2334,-4.59458,0.778458,7.64492
2335,-5.90676,0.750696,7.66535
2336,-5.22668,0.725587,7.68361
2337,-2.85681,0.710401,7.69456
2338,-3.14969,0.69477,7.70636
2339,-2.65952,0.680854,7.71661
2340,-1.98526,0.669355,7.72476
2341,2.31181,0.674645,7.71974
2342,3.9485,0.685412,7.70972
2343,3.48474,0.692952,7.70115
2344,4.9362,0.704722,7.68815
2345,4.39871,0.713713,7.67684
2346,0.401557,0.707015,7.67778
2347,-1.64432,0.692518,7.68495
2348,-4.14358,0.668896,7.69973
2349,-3.05828,0.650558,7.71113
2350,-2.67824,0.634076,7.7213
2351,0.411678,0.62973,7.72197
2352,2.10821,0.630733,7.71743
2353,6.32186,0.646156,7.69999
2354,5.52639,0.657233,7.68503
2355,1.72815,0.652468,7.68173
2356,0.266313,0.640473,7.68288
2357,-1.83613,0.620898,7.69043
2358,-5.33906,0.588799,7.70865
2359,-5.95793,0.555534,7.72867
2360,-3.70636,0.531784,7.74169
2361,1.41699,0.528119,7.73896
2362,2.4513,0.52742,7.73305
2363,2.62297,0.526679,7.7266
2364,3.35974,0.527955,7.7179
2365,3.52811,0.52838,7.70867
2366,2.25414,0.523248,7.70335
2367,0.591581,0.511151,7.7031
2368,-2.91598,0.485467,7.71356
2369,-2.90993,0.461193,7.72393
2370,-5.11813,0.429341,7.74099
2371,-5.96775,0.396022,7.76057
2372,-5.78498,0.364795,7.77948
2373,-3.65707,0.342438,7.79179
2374,0.385565,0.336204,7.79164
2375,3.79838,0.342764,7.781
2376,4.46777,0.350903,7.76834
2377,4.54502,0.358632,7.75546
2378,2.55836,0.357695,7.74868
2379,0.375828,0.347974,7.7486
2380,-0.484598,0.334938,7.75112
2381,-0.259088,0.32233,7.75291
2382,0.294577,0.311053,7.75296
2383,0.6615,0.300606,7.75185
2384,-1.7759,0.280288,7.75818
2385,-4.21438,0.250194,7.77192
2386,-6.47078,0.211883,7.7925
2387,-7.83605,0.169058,7.81714
2388,-6.84277,0.131727,7.83862
2389,-6.13826,0.0982722,7.85782
2390,-5.51228,0.0683902,7.87501
2391,-1.79563,0.0537719,7.8807
2392,0.0721155,0.0465512,7.88063
2393,0.788506,0.0419252,7.87833
2394,-0.687591,0.0313994,7.88054
2395,-1.68361,0.017851,7.88578
2396,-1.83101,0.00417173,7.89144
2397,-3.86268,-0.016784,7.90328
2398,-4.48768,-0.0392745,7.91699
2399,-3.81948,-0.0587002,7.92858
2400,-3.86712,-0.0784787,7.94025
2401,-4.19712,-0.0999301,7.95288
2402,-4.05986,-0.121161,7.96501
2403,-3.94168,-0.142394,7.97672
2404,-3.63263,-0.162847,7.98742
2405,-6.51061,-0.193932,8.00689
2406,-7.70206,-0.228803,8.02992
2407,-6.61453,-0.258417,8.04952
2408,-4.41154,-0.279289,8.06226
2409,-4.71457,-0.300543,8.07586
2410,-4.24204,-0.319833,8.08796
2411,-2.2975,-0.332103,8.09402
2412,-1.56361,-0.341837,8.09778
2413,-3.14946,-0.357564,8.10639
2414,-3.79002,-0.37518,8.11692
2415,-3.84102,-0.392355,8.12756
2416,-4.2401,-0.409794,8.13937
2417,-4.79895,-0.428502,8.15285
2418,-4.67814,-0.445897,8.16591
2419,-2.4206,-0.452827,8.17198
2420,-2.29867,-0.459012,8.17765
2421,-1.28884,-0.460188,8.18021
2422,2.3023,-0.447616,8.17172
2423,3.5463,-0.431348,8.15945
2424,5.16149,-0.410469,8.14226
2425,3.95098,-0.394986,8.12885
2426,3.94585,-0.379975,8.1155
2427,-4.4116,-0.397359,8.12789
2428,-6.41658,-0.421215,8.14639
2429,-7.73289,-0.448909,8.16887
2430,-6.39676,-0.472612,8.18716
2431,3.26989,-0.458711,8.17565
2432,-5.44653,-0.477501,8.19099
2433,-3.17372,-0.487609,8.19928
2434,0.0430633,-0.48765,8.19764
2435,4.30537,-0.470596,8.1829
2436,-10.2112,-0.50878,8.21285
2437,-8.50313,-0.540193,8.23744
2438,-1.53885,-0.54482,8.24051
2439,-9.67931,-0.579121,8.26861
2440,-13.5169,-0.6257,8.30843
2441,-3.8969,-0.634992,8.3185
2442,3.45872,-0.615979,8.30591
2443,3.15034,-0.598403,8.29434
2444,-0.36827,-0.595447,8.29363
2445,3.10007,-0.579975,8.28227
2446,8.90593,-0.542684,8.25308
2447,2.79794,-0.529855,8.24279
2448,-5.21681,-0.546431,8.25723
2449,-2.71889,-0.552303,8.26392
2450,2.9403,-0.535758,8.25318
2451,-2.85692,-0.542237,8.26033
2452,0.836226,-0.533388,8.2561
2453,3.72614,-0.515007,8.24299
2454,6.73893,-0.484531,8.22067
2455,5.6248,-0.460613,8.20186
2456,1.52336,-0.452358,8.19575
2457,2.71791,-0.440123,8.18599
2458,2.81262,-0.427145,8.17597
2459,-0.105207,-0.426516,8.17498
2460,-0.756086,-0.426894,8.176
2461,1.10411,-0.419744,8.17129
2462,2.31078,-0.406647,8.16289
2463,1.51473,-0.397258,8.15697
2464,7.70895,-0.364468,8.13201
2465,4.3435,-0.346094,8.11751
2466,8.59808,-0.311538,8.08995
2467,0.771965,-0.309039,8.08661
2468,4.30521,-0.292272,8.07239
2469,1.95634,-0.285456,8.06546
2470,-0.418363,-0.287483,8.06586
2471,-0.807544,-0.291102,8.06746
2472,2.23145,-0.282391,8.05968
2473,3.7358,-0.268404,8.0473
2474,1.99963,-0.260914,8.0403
2475,3.86849,-0.246925,8.02757
2476,7.62742,-0.218452,8.00329
2477,4.22167,-0.205271,7.9896
2478,4.42801,-0.19159,7.9753
2479,2.17623,-0.187284,7.96799
2480,1.62498,-0.185101,7.96238
2481,0.040838,-0.188719,7.96167
2482,-2.98167,-0.203874,7.97027
2483,-2.51796,-0.216114,7.9774
2484,3.61253,-0.204658,7.96558
2485,4.59986,-0.189725,7.95075
2486,2.4294,-0.184736,7.94266
2487,2.1858,-0.180531,7.93534
2488,3.72696,-0.170556,7.92327
2489,2.37006,-0.165976,7.91542
2490,3.56205,-0.156967,7.9039
2491,0.534115,-0.159832,7.90175
2492,3.15072,-0.152263,7.89153
2493,2.95274,-0.1462,7.88193
2494,-1.83469,-0.1596,7.88712
2495,-1.4162,-0.169972,7.89098
2496,4.9349,-0.155596,7.87521
2497,2.38943,-0.151847,7.86734
2498,4.97066,-0.139909,7.85151
2499,0.512471,-0.147043,7.84947
